"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"GR000016716","HELLINIKON, GR","2021-04-16","0.0",,"16.1","20.9","14.2"
"GR000016716","HELLINIKON, GR","2021-04-17",,,"17.3","22.8","14.0"
"GR000016716","HELLINIKON, GR","2021-04-18","0.0",,"16.1","19.6",
"GR000016716","HELLINIKON, GR","2021-04-19","0.0",,"16.8","23.0","12.6"
"GR000016716","HELLINIKON, GR","2021-04-20","0.0",,"16.2","21.2",
"GR000016716","HELLINIKON, GR","2021-04-21","0.0",,"16.8","21.5","10.3"
"GR000016716","HELLINIKON, GR","2021-04-22","0.0",,"17.7","24.0","10.6"
"GR000016716","HELLINIKON, GR","2021-04-23","0.0",,"18.8","24.7","13.0"
"GR000016716","HELLINIKON, GR","2021-04-24","3.8",,"14.9","17.3","13.3"
"GR000016716","HELLINIKON, GR","2021-04-25","7.6",,"15.7","18.7","13.9"
"GR000016716","HELLINIKON, GR","2021-04-26","0.0",,"16.8","22.9","10.3"
"GR000016716","HELLINIKON, GR","2021-04-27","0.0",,"17.6","22.0","13.2"
"GR000016716","HELLINIKON, GR","2021-04-28","0.0",,"19.9","25.4","13.9"
"GR000016716","HELLINIKON, GR","2021-04-29","0.0",,"19.9","25.9","15.0"
"GR000016716","HELLINIKON, GR","2021-04-30","0.0",,"21.8","27.9","15.2"
"GR000016716","HELLINIKON, GR","2021-05-01","0.0",,"21.2","26.7","16.4"
"GR000016716","HELLINIKON, GR","2021-05-02","0.0",,"22.1","27.3","17.6"
"GR000016716","HELLINIKON, GR","2021-05-03","0.0",,"24.5","32.5","18.6"
"GR000016716","HELLINIKON, GR","2021-05-04","0.0",,"24.0","29.7",
"GR000016716","HELLINIKON, GR","2021-05-05","0.0",,"20.9","27.2","16.3"
"GR000016716","HELLINIKON, GR","2021-05-06","0.0",,"21.8","27.0","18.3"
"GR000016716","HELLINIKON, GR","2021-05-07","0.0",,"22.3","28.7","15.9"
"GR000016716","HELLINIKON, GR","2021-05-08","0.0",,"23.6","31.0","19.3"
"GR000016716","HELLINIKON, GR","2021-05-09","0.0",,"20.6","24.0",
"GR000016716","HELLINIKON, GR","2021-05-10","0.0",,"20.2","25.8","16.1"
"GR000016716","HELLINIKON, GR","2021-05-11","0.0",,"21.3","28.0","15.7"
"GR000016716","HELLINIKON, GR","2021-05-12","0.0",,"19.5","26.1","13.7"
"GR000016716","HELLINIKON, GR","2021-05-13","0.0",,"22.4",,"16.2"
"GR000016716","HELLINIKON, GR","2021-05-14","0.0",,"22.4","27.5","17.4"
"GR000016716","HELLINIKON, GR","2021-05-15",,,"19.2","25.5","15.6"
"GR000016716","HELLINIKON, GR","2021-05-16","0.0",,"20.8","27.1","15.6"
"GR000016716","HELLINIKON, GR","2021-05-17","0.0",,"23.0","27.8","16.8"
"GR000016716","HELLINIKON, GR","2021-05-18","0.0",,"23.8","30.2","18.4"
"GR000016716","HELLINIKON, GR","2021-05-19","0.0",,"22.8","29.0","17.1"
"GR000016716","HELLINIKON, GR","2021-05-20","0.0",,"22.2","27.1","19.2"
"GR000016716","HELLINIKON, GR","2021-05-21","0.0",,"20.2","24.9",
"GR000016716","HELLINIKON, GR","2021-05-22","0.0",,"20.7","27.5","15.2"
"GR000016716","HELLINIKON, GR","2021-05-23","0.0",,"22.3","28.8","16.5"
"GR000016716","HELLINIKON, GR","2021-05-24","0.0",,"23.7","30.2","17.9"
"GR000016716","HELLINIKON, GR","2021-05-25","0.0",,"26.7","34.6","19.8"
"GR000016716","HELLINIKON, GR","2021-05-26","0.0",,"25.1","31.7","20.2"
"GR000016716","HELLINIKON, GR","2021-05-27","0.0",,"24.1","30.7","19.3"
"GR000016716","HELLINIKON, GR","2021-05-28","0.0",,"23.9","29.0","19.1"
"GR000016716","HELLINIKON, GR","2021-05-29",,,"22.4","27.4","18.8"
"GR000016716","HELLINIKON, GR","2021-05-30","0.0",,"22.3","27.2","18.8"
"GR000016716","HELLINIKON, GR","2021-05-31","0.0",,"22.7","27.7","18.2"
"GR000016716","HELLINIKON, GR","2021-06-01","0.0",,"21.7","26.8",
"GR000016716","HELLINIKON, GR","2021-06-02",,,"20.5","26.4","16.4"
"GR000016716","HELLINIKON, GR","2021-06-03","0.0",,"21.8","28.1","16.3"
"GR000016716","HELLINIKON, GR","2021-06-04","0.0",,"23.2","28.3","18.5"
"GR000016716","HELLINIKON, GR","2021-06-05",,,"21.5","28.0","17.3"
"GR000016716","HELLINIKON, GR","2021-06-06",,,"23.3","28.3","17.7"
"GR000016716","HELLINIKON, GR","2021-06-07","0.0",,"26.7","30.7","20.3"
"GR000016716","HELLINIKON, GR","2021-06-08","0.0",,"26.8","31.1","21.0"
"GR000016716","HELLINIKON, GR","2021-06-09","0.0",,"24.3",,"20.7"
"GR000016716","HELLINIKON, GR","2021-06-10","0.0",,"23.9","28.6","19.3"
"GR000016716","HELLINIKON, GR","2021-06-11","0.0",,"22.8","29.1","18.5"
"GR000016716","HELLINIKON, GR","2021-06-12","0.0",,"23.4",,"18.4"
"GR000016716","HELLINIKON, GR","2021-06-13",,,"25.2","29.0",
"GR000016716","HELLINIKON, GR","2021-06-14","2.3",,"20.9","25.7",
"GR000016716","HELLINIKON, GR","2021-06-15","8.1",,"19.7","25.2","15.2"
"GR000016716","HELLINIKON, GR","2021-06-16","0.0",,"22.8","28.5","17.1"
"GR000016716","HELLINIKON, GR","2021-06-17",,,"24.6","29.9","19.1"
"GR000016716","HELLINIKON, GR","2021-06-18","0.0",,"24.9","29.9","19.5"
"GR000016716","HELLINIKON, GR","2021-06-19","0.0",,"25.9","31.5","21.4"
"GR000016716","HELLINIKON, GR","2021-06-20","0.0",,"26.2","32.1","21.3"
"GR000016716","HELLINIKON, GR","2021-06-21",,,"26.0","29.9","22.0"
"GR000016716","HELLINIKON, GR","2021-06-22","0.0",,"26.9","31.4","22.6"
"GR000016716","HELLINIKON, GR","2021-06-23","0.0",,"28.3","35.4","22.8"
"GR000016716","HELLINIKON, GR","2021-06-24","0.0",,"29.1","35.6","24.5"
"GR000016716","HELLINIKON, GR","2021-06-25","0.0",,"30.1",,"24.9"
"GR000016716","HELLINIKON, GR","2021-06-26",,,"31.2","38.9","25.8"
"GR000016716","HELLINIKON, GR","2021-06-27",,,"30.8","36.1","25.7"
"GR000016716","HELLINIKON, GR","2021-06-28","0.0",,"30.1","36.1","25.0"
"GR000016716","HELLINIKON, GR","2021-06-29","0.0",,"30.3","36.1","25.1"
"GR000016716","HELLINIKON, GR","2021-06-30","0.0",,"30.2","37.1","25.3"
"GR000016716","HELLINIKON, GR","2021-07-01","0.0",,"31.2","36.2","25.2"
"GR000016716","HELLINIKON, GR","2021-07-02","0.0",,"30.6","36.4","26.1"
"GR000016716","HELLINIKON, GR","2021-07-03","0.0",,"28.5","33.6","25.4"
"GR000016716","HELLINIKON, GR","2021-07-04","0.0",,"28.3","33.2","23.6"
"GR000016716","HELLINIKON, GR","2021-07-05","0.0",,"28.1","33.3","23.6"
"GR000016716","HELLINIKON, GR","2021-07-06","0.0",,"28.9","34.1","24.0"
"GR000016716","HELLINIKON, GR","2021-07-07","0.0",,"30.3","36.4","24.5"
"GR000016716","HELLINIKON, GR","2021-07-08","0.0",,"31.7","34.4","27.5"
"GR000016716","HELLINIKON, GR","2021-07-09","0.0",,"29.4","33.7","26.3"
"GR000016716","HELLINIKON, GR","2021-07-10","0.0",,"29.4","34.2","26.0"
"GR000016716","HELLINIKON, GR","2021-07-11",,,"29.8","34.5","25.3"
"GR000016716","HELLINIKON, GR","2021-07-12","0.0",,"30.9","36.5","24.6"
"GR000016716","HELLINIKON, GR","2021-07-13","0.0",,"31.6","37.3","26.1"
"GR000016716","HELLINIKON, GR","2021-07-14","0.0",,"32.2","37.5","27.0"
"GR000016716","HELLINIKON, GR","2021-07-15","0.0",,"33.7","38.2","28.4"
"GR000016716","HELLINIKON, GR","2021-07-16",,,"31.4","37.0","25.4"
"GR000016716","HELLINIKON, GR","2021-07-17",,,"29.2","35.5","25.7"
"GR000016716","HELLINIKON, GR","2021-07-18","0.0",,"28.0","32.2","23.7"
"GR000016716","HELLINIKON, GR","2021-07-19","0.0",,"27.7","32.5","24.3"
"GR000016716","HELLINIKON, GR","2021-07-20","0.0",,"28.2","33.7","24.0"
"GR000016716","HELLINIKON, GR","2021-07-21","0.0",,"30.4","36.9","25.2"
"GR000016716","HELLINIKON, GR","2021-07-22","0.0",,"28.8","32.8",
"GR000016716","HELLINIKON, GR","2021-07-23","0.0",,"27.9","31.2","24.6"
"GR000016716","HELLINIKON, GR","2021-07-24","0.0",,"27.4","32.0","24.2"
"GR000016716","HELLINIKON, GR","2021-07-25","0.0",,"27.8","31.6","23.2"
"GR000016716","HELLINIKON, GR","2021-07-26","0.0",,"28.9","34.6","24.7"
"GR000016716","HELLINIKON, GR","2021-07-27","0.0",,"31.6","37.1","24.8"
"GR000016716","HELLINIKON, GR","2021-07-28","0.0",,"33.3","37.7","28.6"
"GR000016716","HELLINIKON, GR","2021-07-29","0.0",,"32.8","39.7","28.1"
"GR000016716","HELLINIKON, GR","2021-07-30","0.0",,"31.9","40.1","25.9"
"GR000016716","HELLINIKON, GR","2021-07-31","0.0",,"32.1","40.0","26.6"
"GR000016716","HELLINIKON, GR","2021-08-01","0.0",,"32.9","39.7","26.1"
"GR000016716","HELLINIKON, GR","2021-08-02","0.0",,"34.6","40.3","26.6"
"GR000016716","HELLINIKON, GR","2021-08-03",,,"34.6","43.0","27.8"
"GR000016716","HELLINIKON, GR","2021-08-04","0.0",,"32.8","39.6","28.2"
"GR000016716","HELLINIKON, GR","2021-08-05","0.0",,"32.9","40.9","26.7"
"GR000016716","HELLINIKON, GR","2021-08-06","0.0",,"31.3","36.5","27.2"
"GR000016716","HELLINIKON, GR","2021-08-07","0.0",,"30.1","35.6",
"GR000016716","HELLINIKON, GR","2021-08-08","0.0",,"28.8","33.7","23.7"
"GR000016716","HELLINIKON, GR","2021-08-09","0.0",,"28.9","34.6","23.7"
"GR000016716","HELLINIKON, GR","2021-08-10",,,"29.6","36.8","24.5"
"GR000016716","HELLINIKON, GR","2021-08-11","0.0",,"31.7","36.6","25.0"
"GR000016716","HELLINIKON, GR","2021-08-12","0.3",,"30.3","34.9","27.1"
"GR000016716","HELLINIKON, GR","2021-08-13","0.0",,"30.6","34.7","27.1"
"GR000016716","HELLINIKON, GR","2021-08-14","0.0",,"28.3","31.9","25.9"
"GR000016716","HELLINIKON, GR","2021-08-15","0.0",,"28.4","32.9","25.3"
"GR000016716","HELLINIKON, GR","2021-08-16",,,"28.8","34.6","24.0"
"GR000016716","HELLINIKON, GR","2021-08-17","0.0",,"27.7","34.6","21.4"
"GR000016716","HELLINIKON, GR","2021-08-18","0.0",,"29.1",,"24.4"
"GR000016716","HELLINIKON, GR","2021-08-19","0.0",,"28.9","34.2",
"GR000016716","HELLINIKON, GR","2021-08-20","0.0",,"28.7","32.8","25.7"
"GR000016716","HELLINIKON, GR","2021-08-21","0.0",,"28.8","33.8","25.4"
"GR000016716","HELLINIKON, GR","2021-08-22","0.0",,"28.2","31.8",
"GR000016716","HELLINIKON, GR","2021-08-23","0.0",,"28.2","32.9","25.2"
"GR000016716","HELLINIKON, GR","2021-08-24","0.0",,"27.9","33.6","24.0"
"GR000016716","HELLINIKON, GR","2021-08-25","0.0",,"27.4","33.6",
"GR000016716","HELLINIKON, GR","2021-08-26","0.0",,"28.5","34.5","23.6"
"GR000016716","HELLINIKON, GR","2021-08-27",,,"29.7","34.3","25.6"
"GR000016716","HELLINIKON, GR","2021-08-28",,,"28.2","32.9","23.7"
"GR000016716","HELLINIKON, GR","2021-08-29","0.0",,"28.6","34.3","23.9"
"GR000016716","HELLINIKON, GR","2021-08-30","0.0",,"28.1","33.0","23.4"
"GR000016716","HELLINIKON, GR","2021-08-31","0.0",,"27.6","32.8","23.4"
"GR000016716","HELLINIKON, GR","2021-09-01","0.0",,"27.6","33.5","22.3"
"GR000016716","HELLINIKON, GR","2021-09-02","0.0",,"26.2","30.5",
"GR000016716","HELLINIKON, GR","2021-09-03","0.0",,"26.0",,"22.1"
"GR000016716","HELLINIKON, GR","2021-09-04","0.0",,"25.4","30.9","21.8"
"GR000016716","HELLINIKON, GR","2021-09-05","0.0",,"25.9","30.7","23.0"
"GR000016716","HELLINIKON, GR","2021-09-06","0.0",,"24.3","27.6","21.5"
"GR000016716","HELLINIKON, GR","2021-09-07","0.0",,"23.3","26.6","21.0"
"GR000016716","HELLINIKON, GR","2021-09-08","0.0",,"21.5",,
"GR000016716","HELLINIKON, GR","2021-09-09","0.0",,"21.5","25.6","19.0"
"GR000016716","HELLINIKON, GR","2021-09-10","0.0",,"23.1","29.5","18.9"
"GR000016716","HELLINIKON, GR","2021-09-11",,,"23.8","29.1","19.1"
"GR000016716","HELLINIKON, GR","2021-09-12","0.0",,"24.4","28.7","19.8"
"GR000016716","HELLINIKON, GR","2021-09-13","0.0",,"25.3","29.6","21.7"
"GR000016716","HELLINIKON, GR","2021-09-14",,,"25.8","30.6","22.2"
"GR000016716","HELLINIKON, GR","2021-09-15","0.0",,"26.5","32.4","19.5"
"GR000016716","HELLINIKON, GR","2021-09-16","0.0",,"25.2","31.0","20.3"
"GR000016716","HELLINIKON, GR","2021-09-17","0.0",,"25.8","31.0","21.0"
"GR000016716","HELLINIKON, GR","2021-09-18","0.0",,"29.2","34.4","22.7"
"GR000016716","HELLINIKON, GR","2021-09-19","0.0",,"28.1","33.8","24.3"
"GR000016716","HELLINIKON, GR","2021-09-20","0.0",,"28.2","33.5","22.3"
"GR000016716","HELLINIKON, GR","2021-09-21","0.0",,"27.6","33.0","23.6"
"GR000016716","HELLINIKON, GR","2021-09-22","0.0",,"24.2","27.6",
"GR000016716","HELLINIKON, GR","2021-09-23","0.0",,"18.9","21.2","17.2"
"GR000016716","HELLINIKON, GR","2021-09-24","0.0",,"19.9","26.0","13.6"
"GR000016716","HELLINIKON, GR","2021-09-25","0.0",,"22.9","29.8","15.9"
"GR000016716","HELLINIKON, GR","2021-09-26","0.0",,"24.1","30.0","17.7"
"GR000016716","HELLINIKON, GR","2021-09-27","0.0",,"25.3","30.8","18.6"
"GR000016716","HELLINIKON, GR","2021-09-28","0.0",,"25.3","31.0","21.1"
"GR000016716","HELLINIKON, GR","2021-09-29","0.0",,"22.7","26.4","20.7"
"GR000016716","HELLINIKON, GR","2021-09-30","0.0",,"20.9","24.6",
"GR000016716","HELLINIKON, GR","2021-10-01","0.0",,"19.8","23.0","17.5"
"GR000016716","HELLINIKON, GR","2021-10-02",,,"18.9","22.3","17.1"
"GR000016716","HELLINIKON, GR","2021-10-03","0.0",,"19.6","24.2","16.6"
"GR000016716","HELLINIKON, GR","2021-10-04","0.0",,"20.1","25.3","16.1"
"GR000016716","HELLINIKON, GR","2021-10-05","0.0",,"20.4","25.4","16.8"
"GR000016716","HELLINIKON, GR","2021-10-06","0.0",,"19.5","24.6",
"GR000016716","HELLINIKON, GR","2021-10-07","0.0",,"19.2",,"14.9"
"GR000016716","HELLINIKON, GR","2021-10-08","0.0",,"19.5",,"17.2"
"GR000016716","HELLINIKON, GR","2021-10-09",,"10.0","20.6","26.0","17.7"
"GR000016716","HELLINIKON, GR","2021-10-10","4.1",,"20.6","23.8",
"GR000016716","HELLINIKON, GR","2021-10-11",,,"21.8","27.1","17.1"
"GR000016716","HELLINIKON, GR","2021-10-12",,,"18.9","23.3",
"GR000016716","HELLINIKON, GR","2021-10-13","0.0",,"19.8","25.5","14.9"
"GR000016716","HELLINIKON, GR","2021-10-14","5.6",,"17.5","19.6","16.0"
"GR000016716","HELLINIKON, GR","2021-10-15","79.2","20.0","19.7","23.6","16.2"
"GR000016716","HELLINIKON, GR","2021-10-16","2.5",,"19.9","24.4","17.6"
"GR000016716","HELLINIKON, GR","2021-10-17","0.0",,"19.0",,"17.2"
"GR000016716","HELLINIKON, GR","2021-10-18",,,"17.8","23.9","14.0"
"GR000016716","HELLINIKON, GR","2021-10-19","0.0",,"17.4","21.9","14.1"
"GR000016716","HELLINIKON, GR","2021-10-20","0.0",,"16.9","22.7",
"GR000016716","HELLINIKON, GR","2021-10-21","0.0",,"18.2","23.2","13.3"
"GR000016716","HELLINIKON, GR","2021-10-22","0.0",,"20.1","25.0","16.1"
"GR000016716","HELLINIKON, GR","2021-10-23",,,"21.2","26.5",
"GR000016716","HELLINIKON, GR","2021-10-24","0.0",,"19.3","24.0",
"GR000016716","HELLINIKON, GR","2021-10-25","2.3",,"15.4","18.1","14.4"
"GR000016716","HELLINIKON, GR","2021-10-26","0.0",,"15.3","19.6","12.8"
"GR000016716","HELLINIKON, GR","2021-10-27","0.0",,"15.4","20.5","11.6"
"GR000016716","HELLINIKON, GR","2021-10-28",,,"15.9","19.4","13.0"
"GR000016716","HELLINIKON, GR","2021-10-29","0.0",,"15.7","19.6",
"GR000016716","HELLINIKON, GR","2021-10-30","0.0",,"16.1","20.3","12.0"
"GR000016716","HELLINIKON, GR","2021-10-31","0.0",,"16.4","19.6",
"GR000016716","HELLINIKON, GR","2021-11-01","0.0",,"15.6","20.8","10.9"
"GR000016716","HELLINIKON, GR","2021-11-02","0.0",,"19.9","23.6","15.3"
"GR000016716","HELLINIKON, GR","2021-11-03","0.0",,"19.5","25.7","14.9"
"GR000016716","HELLINIKON, GR","2021-11-04","0.0",,"19.4","24.3","15.7"
"GR000016716","HELLINIKON, GR","2021-11-05","0.0",,"19.0","23.8","15.8"
"GR000016716","HELLINIKON, GR","2021-11-06",,,"18.8",,"16.6"
"GR000016716","HELLINIKON, GR","2021-11-07",,,"19.2",,"15.6"
"GR000016716","HELLINIKON, GR","2021-11-08",,,"17.9","23.0","15.3"
"GR000016716","HELLINIKON, GR","2021-11-09","0.0",,"18.6","21.2","15.5"
"GR000016716","HELLINIKON, GR","2021-11-10","0.0",,"15.1",,
"GR000016716","HELLINIKON, GR","2021-11-11","0.0",,"13.9",,"11.9"
"GR000016716","HELLINIKON, GR","2021-11-12","0.0",,"13.9","19.2","9.4"
"GR000016716","HELLINIKON, GR","2021-11-13",,,"14.3","19.6","9.5"
"GR000016716","HELLINIKON, GR","2021-11-14","0.0",,"16.5","21.0","13.6"
"GR000016716","HELLINIKON, GR","2021-11-15","0.0",,"16.1","19.4",
"GR000016716","HELLINIKON, GR","2021-11-16",,,"15.5","17.2","12.6"
"GR000016716","HELLINIKON, GR","2021-11-17","1.5",,"14.1","16.0","12.7"
"GR000016716","HELLINIKON, GR","2021-11-18","0.0",,"15.4","19.2","13.4"
"GR000016716","HELLINIKON, GR","2021-11-19",,,"13.8","15.7",
"GR000016716","HELLINIKON, GR","2021-11-20","0.0",,"13.7","16.8","11.0"
"GR000016716","HELLINIKON, GR","2021-11-21","0.0",,"14.8","20.7","11.3"
"GR000016716","HELLINIKON, GR","2021-11-22","0.0",,"16.8","21.4","12.5"
"GR000016716","HELLINIKON, GR","2021-11-23","1.5",,"17.8","21.5",
"GR000016716","HELLINIKON, GR","2021-11-24","39.9","41.0","14.3","15.8",
"GR000016716","HELLINIKON, GR","2021-11-25","0.0",,"12.4","16.3","10.7"
